modelo,clase_modelo,ruta_archivo,hidden_dims,dropout,learning_rate,weight_decay,seed,val_rmse_log,test_rmse_dollars,descripcion,fecha_registro
grid_ampliado_256_128_64_drop025_lr0.0005_wd0.0005,MLP,,"[256, 128, 64]",0.25,0.0005,0.0005,23.0,0.2773502118517513,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.25, 'learning_rate': 0.0005, 'weight_decay': 0.0005}",2026-08-19 03:05
grid_ampliado_256_128_64_drop025_lr0.0005_wd1e-05,MLP,,"[256, 128, 64]",0.25,0.0005,1e-05,23.0,0.5325544181592229,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.25, 'learning_rate': 0.0005, 'weight_decay': 1e-05}",2026-08-19 03:05
grid_ampliado_256_128_64_32_drop01_lr0.001_wd0.0001,MLP,,"[256, 128, 64, 32]",0.1,0.001,0.0001,23.0,0.2479218633525151,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.1, 'learning_rate': 0.001, 'weight_decay': 0.0001}",2026-08-19 03:05
grid_ampliado_256_128_64_32_drop01_lr0.001_wd0.0005,MLP,modelos\grid_ampliado_256_128_64_32_drop01_lr0.001_wd0.0005.pt,"[256, 128, 64, 32]",0.1,0.001,0.0005,23.0,0.1961674455828551,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.1, 'learning_rate': 0.001, 'weight_decay': 0.0005}",2026-08-19 03:05
grid_ampliado_256_128_64_32_drop01_lr0.001_wd1e-05,MLP,,"[256, 128, 64, 32]",0.1,0.001,1e-05,23.0,0.3373706359244172,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.1, 'learning_rate': 0.001, 'weight_decay': 1e-05}",2026-08-19 03:05
grid_ampliado_256_128_64_32_drop01_lr0.002_wd0.0001,MLP,,"[256, 128, 64, 32]",0.1,0.002,0.0001,23.0,0.2359891251847442,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.1, 'learning_rate': 0.002, 'weight_decay': 0.0001}",2026-08-19 03:06
grid_ampliado_256_128_64_32_drop01_lr0.002_wd0.0005,MLP,,"[256, 128, 64, 32]",0.1,0.002,0.0005,23.0,0.2792824239037798,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.1, 'learning_rate': 0.002, 'weight_decay': 0.0005}",2026-08-19 03:06
grid_ampliado_256_128_64_32_drop01_lr0.002_wd1e-05,MLP,,"[256, 128, 64, 32]",0.1,0.002,1e-05,23.0,0.2359822753394066,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.1, 'learning_rate': 0.002, 'weight_decay': 1e-05}",2026-08-19 03:06
grid_ampliado_256_128_64_32_drop01_lr0.0005_wd0.0001,MLP,,"[256, 128, 64, 32]",0.1,0.0005,0.0001,23.0,0.2948396633416193,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.1, 'learning_rate': 0.0005, 'weight_decay': 0.0001}",2026-08-19 03:06
grid_ampliado_256_128_64_32_drop01_lr0.0005_wd0.0005,MLP,,"[256, 128, 64, 32]",0.1,0.0005,0.0005,23.0,0.2370444730055667,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.1, 'learning_rate': 0.0005, 'weight_decay': 0.0005}",2026-08-19 03:06
grid_ampliado_256_128_64_32_drop01_lr0.0005_wd1e-05,MLP,,"[256, 128, 64, 32]",0.1,0.0005,1e-05,23.0,0.2945519131040768,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.1, 'learning_rate': 0.0005, 'weight_decay': 1e-05}",2026-08-19 03:07
grid_ampliado_256_128_64_32_drop015_lr0.001_wd0.0001,MLP,,"[256, 128, 64, 32]",0.15,0.001,0.0001,23.0,0.2940035051637772,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.15, 'learning_rate': 0.001, 'weight_decay': 0.0001}",2026-08-19 03:07
grid_ampliado_256_128_64_32_drop015_lr0.001_wd0.0005,MLP,,"[256, 128, 64, 32]",0.15,0.001,0.0005,23.0,0.261751770669364,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.15, 'learning_rate': 0.001, 'weight_decay': 0.0005}",2026-08-19 03:07
grid_ampliado_256_128_64_32_drop015_lr0.001_wd1e-05,MLP,,"[256, 128, 64, 32]",0.15,0.001,1e-05,23.0,0.2924935025392824,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.15, 'learning_rate': 0.001, 'weight_decay': 1e-05}",2026-08-19 03:07
grid_ampliado_256_128_64_32_drop015_lr0.002_wd0.0001,MLP,,"[256, 128, 64, 32]",0.15,0.002,0.0001,23.0,0.2521643123165136,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.15, 'learning_rate': 0.002, 'weight_decay': 0.0001}",2026-08-19 03:08
grid_ampliado_256_128_64_32_drop015_lr0.002_wd0.0005,MLP,,"[256, 128, 64, 32]",0.15,0.002,0.0005,23.0,0.2933994010239407,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.15, 'learning_rate': 0.002, 'weight_decay': 0.0005}",2026-08-19 03:08
grid_ampliado_256_128_64_32_drop015_lr0.002_wd1e-05,MLP,,"[256, 128, 64, 32]",0.15,0.002,1e-05,23.0,0.2405593645798009,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.15, 'learning_rate': 0.002, 'weight_decay': 1e-05}",2026-08-19 03:08
grid_ampliado_256_128_64_32_drop015_lr0.0005_wd0.0001,MLP,,"[256, 128, 64, 32]",0.15,0.0005,0.0001,23.0,0.2908907266005244,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.15, 'learning_rate': 0.0005, 'weight_decay': 0.0001}",2026-08-19 03:09
grid_ampliado_256_128_64_32_drop015_lr0.0005_wd0.0005,MLP,,"[256, 128, 64, 32]",0.15,0.0005,0.0005,23.0,0.2798493274553216,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.15, 'learning_rate': 0.0005, 'weight_decay': 0.0005}",2026-08-19 03:09
grid_ampliado_256_128_64_32_drop015_lr0.0005_wd1e-05,MLP,,"[256, 128, 64, 32]",0.15,0.0005,1e-05,23.0,0.3795734034587081,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.15, 'learning_rate': 0.0005, 'weight_decay': 1e-05}",2026-08-19 03:09
grid_ampliado_256_128_64_32_drop02_lr0.001_wd0.0001,MLP,,"[256, 128, 64, 32]",0.2,0.001,0.0001,23.0,0.270335184828597,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.001, 'weight_decay': 0.0001}",2026-08-19 03:10
grid_ampliado_256_128_64_32_drop02_lr0.001_wd0.0005,MLP,,"[256, 128, 64, 32]",0.2,0.001,0.0005,23.0,0.3198569807593756,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.001, 'weight_decay': 0.0005}",2026-08-19 03:10
grid_ampliado_256_128_64_32_drop02_lr0.001_wd1e-05,MLP,,"[256, 128, 64, 32]",0.2,0.001,1e-05,23.0,0.2727409346050374,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.001, 'weight_decay': 1e-05}",2026-08-19 03:10
grid_ampliado_256_128_64_32_drop02_lr0.002_wd0.0001,MLP,,"[256, 128, 64, 32]",0.2,0.002,0.0001,23.0,0.3097637135966636,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.002, 'weight_decay': 0.0001}",2026-08-19 03:10
grid_ampliado_256_128_64_32_drop02_lr0.002_wd0.0005,MLP,,"[256, 128, 64, 32]",0.2,0.002,0.0005,23.0,0.3542156471948924,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.002, 'weight_decay': 0.0005}",2026-08-19 03:11
grid_ampliado_256_128_64_32_drop02_lr0.002_wd1e-05,MLP,,"[256, 128, 64, 32]",0.2,0.002,1e-05,23.0,0.2412486683915008,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.002, 'weight_decay': 1e-05}",2026-08-19 03:11
grid_ampliado_256_128_64_32_drop02_lr0.0005_wd0.0001,MLP,,"[256, 128, 64, 32]",0.2,0.0005,0.0001,23.0,0.3965473406925095,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.0005, 'weight_decay': 0.0001}",2026-08-19 03:11
grid_ampliado_256_128_64_32_drop02_lr0.0005_wd0.0005,MLP,,"[256, 128, 64, 32]",0.2,0.0005,0.0005,23.0,0.3092950686358424,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.0005, 'weight_decay': 0.0005}",2026-08-19 03:12
grid_ampliado_256_128_64_32_drop02_lr0.0005_wd1e-05,MLP,,"[256, 128, 64, 32]",0.2,0.0005,1e-05,23.0,0.4108805528134385,,"{'hidden_dims': [256, 128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.0005, 'weight_decay': 1e-05}",2026-08-19 03:12
