modelo,clase_modelo,ruta_archivo,hidden_dims,dropout,learning_rate,weight_decay,seed,val_rmse_log,test_rmse_dollars,descripcion,fecha_registro
grid_semilla99_128_64_drop03_lr0.001_wd1e-05,MLP,,"[128, 64]",0.3,0.001,1e-05,99.0,0.8098041057261031,,"{'hidden_dims': [128, 64], 'dropout': 0.3, 'learning_rate': 0.001, 'weight_decay': 1e-05}",2026-08-19 02:46
grid_semilla99_128_64_drop03_lr0.0005_wd0.0001,MLP,,"[128, 64]",0.3,0.0005,0.0001,99.0,0.8594966917863802,,"{'hidden_dims': [128, 64], 'dropout': 0.3, 'learning_rate': 0.0005, 'weight_decay': 0.0001}",2026-08-19 02:46
grid_semilla99_128_64_drop03_lr0.0005_wd1e-05,MLP,,"[128, 64]",0.3,0.0005,1e-05,99.0,0.8739517608747056,,"{'hidden_dims': [128, 64], 'dropout': 0.3, 'learning_rate': 0.0005, 'weight_decay': 1e-05}",2026-08-19 02:47
grid_semilla23_64_32_drop02_lr0.001_wd0.0001,MLP,,"[64, 32]",0.2,0.001,0.0001,23.0,0.5243734087065481,,"{'hidden_dims': [64, 32], 'dropout': 0.2, 'learning_rate': 0.001, 'weight_decay': 0.0001}",2026-08-19 02:47
grid_semilla23_64_32_drop02_lr0.001_wd1e-05,MLP,,"[64, 32]",0.2,0.001,1e-05,23.0,0.6629080405014722,,"{'hidden_dims': [64, 32], 'dropout': 0.2, 'learning_rate': 0.001, 'weight_decay': 1e-05}",2026-08-19 02:47
grid_semilla23_64_32_drop02_lr0.0005_wd0.0001,MLP,,"[64, 32]",0.2,0.0005,0.0001,23.0,0.7554346808687619,,"{'hidden_dims': [64, 32], 'dropout': 0.2, 'learning_rate': 0.0005, 'weight_decay': 0.0001}",2026-08-19 02:47
grid_semilla23_64_32_drop02_lr0.0005_wd1e-05,MLP,,"[64, 32]",0.2,0.0005,1e-05,23.0,0.735092326785988,,"{'hidden_dims': [64, 32], 'dropout': 0.2, 'learning_rate': 0.0005, 'weight_decay': 1e-05}",2026-08-19 02:47
grid_semilla23_64_32_drop03_lr0.001_wd0.0001,MLP,,"[64, 32]",0.3,0.001,0.0001,23.0,0.4813146794397816,,"{'hidden_dims': [64, 32], 'dropout': 0.3, 'learning_rate': 0.001, 'weight_decay': 0.0001}",2026-08-19 02:47
grid_semilla23_64_32_drop03_lr0.001_wd1e-05,MLP,,"[64, 32]",0.3,0.001,1e-05,23.0,0.5079999137713141,,"{'hidden_dims': [64, 32], 'dropout': 0.3, 'learning_rate': 0.001, 'weight_decay': 1e-05}",2026-08-19 02:48
grid_semilla23_64_32_drop03_lr0.0005_wd0.0001,MLP,,"[64, 32]",0.3,0.0005,0.0001,23.0,1.1211440443925915,,"{'hidden_dims': [64, 32], 'dropout': 0.3, 'learning_rate': 0.0005, 'weight_decay': 0.0001}",2026-08-19 02:48
grid_semilla23_64_32_drop03_lr0.0005_wd1e-05,MLP,,"[64, 32]",0.3,0.0005,1e-05,23.0,1.118181853173665,,"{'hidden_dims': [64, 32], 'dropout': 0.3, 'learning_rate': 0.0005, 'weight_decay': 1e-05}",2026-08-19 02:48
grid_semilla23_128_64_32_drop02_lr0.001_wd0.0001,MLP,,"[128, 64, 32]",0.2,0.001,0.0001,23.0,0.5284035711677579,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.001, 'weight_decay': 0.0001}",2026-08-19 02:48
grid_semilla23_128_64_32_drop02_lr0.001_wd1e-05,MLP,,"[128, 64, 32]",0.2,0.001,1e-05,23.0,0.4766642795335689,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.001, 'weight_decay': 1e-05}",2026-08-19 02:48
grid_semilla23_128_64_32_drop02_lr0.0005_wd0.0001,MLP,,"[128, 64, 32]",0.2,0.0005,0.0001,23.0,0.6621746867477746,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.0005, 'weight_decay': 0.0001}",2026-08-19 02:48
grid_semilla23_128_64_32_drop02_lr0.0005_wd1e-05,MLP,,"[128, 64, 32]",0.2,0.0005,1e-05,23.0,0.4122350803855462,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.0005, 'weight_decay': 1e-05}",2026-08-19 02:48
grid_semilla23_128_64_32_drop03_lr0.001_wd0.0001,MLP,,"[128, 64, 32]",0.3,0.001,0.0001,23.0,0.5501405222149774,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.3, 'learning_rate': 0.001, 'weight_decay': 0.0001}",2026-08-19 02:49
grid_semilla23_128_64_32_drop03_lr0.001_wd1e-05,MLP,,"[128, 64, 32]",0.3,0.001,1e-05,23.0,0.4718360194259249,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.3, 'learning_rate': 0.001, 'weight_decay': 1e-05}",2026-08-19 02:49
grid_semilla23_128_64_32_drop03_lr0.0005_wd0.0001,MLP,,"[128, 64, 32]",0.3,0.0005,0.0001,23.0,0.6021990009648769,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.3, 'learning_rate': 0.0005, 'weight_decay': 0.0001}",2026-08-19 02:49
grid_semilla23_128_64_32_drop03_lr0.0005_wd1e-05,MLP,,"[128, 64, 32]",0.3,0.0005,1e-05,23.0,0.7020239120508568,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.3, 'learning_rate': 0.0005, 'weight_decay': 1e-05}",2026-08-19 02:49
grid_semilla23_128_64_drop02_lr0.001_wd0.0001,MLP,,"[128, 64]",0.2,0.001,0.0001,23.0,0.4299262178430316,,"{'hidden_dims': [128, 64], 'dropout': 0.2, 'learning_rate': 0.001, 'weight_decay': 0.0001}",2026-08-19 02:49
grid_semilla23_128_64_drop02_lr0.001_wd1e-05,MLP,modelos\grid_semilla23_128_64_drop02_lr0.001_wd1e-05.pt,"[128, 64]",0.2,0.001,1e-05,23.0,0.3989983177151585,,"{'hidden_dims': [128, 64], 'dropout': 0.2, 'learning_rate': 0.001, 'weight_decay': 1e-05}",2026-08-19 02:50
grid_semilla23_128_64_drop02_lr0.0005_wd0.0001,MLP,,"[128, 64]",0.2,0.0005,0.0001,23.0,0.7933848092882303,,"{'hidden_dims': [128, 64], 'dropout': 0.2, 'learning_rate': 0.0005, 'weight_decay': 0.0001}",2026-08-19 02:50
grid_semilla23_128_64_drop02_lr0.0005_wd1e-05,MLP,,"[128, 64]",0.2,0.0005,1e-05,23.0,0.8512135178473462,,"{'hidden_dims': [128, 64], 'dropout': 0.2, 'learning_rate': 0.0005, 'weight_decay': 1e-05}",2026-08-19 02:50
grid_semilla23_128_64_drop03_lr0.001_wd0.0001,MLP,,"[128, 64]",0.3,0.001,0.0001,23.0,0.5820695023906195,,"{'hidden_dims': [128, 64], 'dropout': 0.3, 'learning_rate': 0.001, 'weight_decay': 0.0001}",2026-08-19 02:50
grid_semilla23_128_64_drop03_lr0.001_wd1e-05,MLP,,"[128, 64]",0.3,0.001,1e-05,23.0,0.6813164370919117,,"{'hidden_dims': [128, 64], 'dropout': 0.3, 'learning_rate': 0.001, 'weight_decay': 1e-05}",2026-08-19 02:50
grid_semilla23_128_64_drop03_lr0.0005_wd0.0001,MLP,,"[128, 64]",0.3,0.0005,0.0001,23.0,0.9026143162430575,,"{'hidden_dims': [128, 64], 'dropout': 0.3, 'learning_rate': 0.0005, 'weight_decay': 0.0001}",2026-08-19 02:50
grid_semilla23_128_64_drop03_lr0.0005_wd1e-05,MLP,,"[128, 64]",0.3,0.0005,1e-05,23.0,0.9102314111675912,,"{'hidden_dims': [128, 64], 'dropout': 0.3, 'learning_rate': 0.0005, 'weight_decay': 1e-05}",2026-08-19 02:50
grid_ampliado_128_64_32_drop01_lr0.001_wd0.0001,MLP,,"[128, 64, 32]",0.1,0.001,0.0001,23.0,0.228052429926782,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.1, 'learning_rate': 0.001, 'weight_decay': 0.0001}",2026-08-19 02:51
grid_ampliado_128_64_32_drop01_lr0.001_wd0.0005,MLP,,"[128, 64, 32]",0.1,0.001,0.0005,23.0,0.3112446066281859,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.1, 'learning_rate': 0.001, 'weight_decay': 0.0005}",2026-08-19 02:51
grid_ampliado_128_64_32_drop01_lr0.001_wd1e-05,MLP,,"[128, 64, 32]",0.1,0.001,1e-05,23.0,0.2549858433110629,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.1, 'learning_rate': 0.001, 'weight_decay': 1e-05}",2026-08-19 02:51
grid_ampliado_128_64_32_drop01_lr0.002_wd0.0001,MLP,,"[128, 64, 32]",0.1,0.002,0.0001,23.0,0.3083058988468443,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.1, 'learning_rate': 0.002, 'weight_decay': 0.0001}",2026-08-19 02:51
grid_ampliado_128_64_32_drop01_lr0.002_wd0.0005,MLP,,"[128, 64, 32]",0.1,0.002,0.0005,23.0,0.242473640914205,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.1, 'learning_rate': 0.002, 'weight_decay': 0.0005}",2026-08-19 02:51
grid_ampliado_128_64_32_drop01_lr0.002_wd1e-05,MLP,,"[128, 64, 32]",0.1,0.002,1e-05,23.0,0.2375681386732745,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.1, 'learning_rate': 0.002, 'weight_decay': 1e-05}",2026-08-19 02:51
grid_ampliado_128_64_32_drop01_lr0.0005_wd0.0001,MLP,,"[128, 64, 32]",0.1,0.0005,0.0001,23.0,0.5278669211083844,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.1, 'learning_rate': 0.0005, 'weight_decay': 0.0001}",2026-08-19 02:52
grid_ampliado_128_64_32_drop01_lr0.0005_wd0.0005,MLP,,"[128, 64, 32]",0.1,0.0005,0.0005,23.0,0.3235829718793497,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.1, 'learning_rate': 0.0005, 'weight_decay': 0.0005}",2026-08-19 02:52
grid_ampliado_128_64_32_drop01_lr0.0005_wd1e-05,MLP,,"[128, 64, 32]",0.1,0.0005,1e-05,23.0,0.3522620623079795,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.1, 'learning_rate': 0.0005, 'weight_decay': 1e-05}",2026-08-19 02:52
grid_ampliado_128_64_32_drop015_lr0.001_wd0.0001,MLP,,"[128, 64, 32]",0.15,0.001,0.0001,23.0,0.2611865698985797,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.15, 'learning_rate': 0.001, 'weight_decay': 0.0001}",2026-08-19 02:52
grid_ampliado_128_64_32_drop015_lr0.001_wd0.0005,MLP,,"[128, 64, 32]",0.15,0.001,0.0005,23.0,0.3500598778907126,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.15, 'learning_rate': 0.001, 'weight_decay': 0.0005}",2026-08-19 02:53
grid_ampliado_128_64_32_drop015_lr0.001_wd1e-05,MLP,,"[128, 64, 32]",0.15,0.001,1e-05,23.0,0.337266794479118,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.15, 'learning_rate': 0.001, 'weight_decay': 1e-05}",2026-08-19 02:53
grid_ampliado_128_64_32_drop015_lr0.002_wd0.0001,MLP,,"[128, 64, 32]",0.15,0.002,0.0001,23.0,0.4157728313514572,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.15, 'learning_rate': 0.002, 'weight_decay': 0.0001}",2026-08-19 02:53
grid_ampliado_128_64_32_drop015_lr0.002_wd0.0005,MLP,,"[128, 64, 32]",0.15,0.002,0.0005,23.0,0.3140793330076645,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.15, 'learning_rate': 0.002, 'weight_decay': 0.0005}",2026-08-19 02:53
grid_ampliado_128_64_32_drop015_lr0.002_wd1e-05,MLP,,"[128, 64, 32]",0.15,0.002,1e-05,23.0,0.2842251685541304,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.15, 'learning_rate': 0.002, 'weight_decay': 1e-05}",2026-08-19 02:53
grid_ampliado_128_64_32_drop015_lr0.0005_wd0.0001,MLP,,"[128, 64, 32]",0.15,0.0005,0.0001,23.0,0.5454705778900119,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.15, 'learning_rate': 0.0005, 'weight_decay': 0.0001}",2026-08-19 02:54
grid_ampliado_128_64_32_drop015_lr0.0005_wd0.0005,MLP,,"[128, 64, 32]",0.15,0.0005,0.0005,23.0,0.4906598685158511,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.15, 'learning_rate': 0.0005, 'weight_decay': 0.0005}",2026-08-19 02:54
grid_ampliado_128_64_32_drop015_lr0.0005_wd1e-05,MLP,,"[128, 64, 32]",0.15,0.0005,1e-05,23.0,0.5667492518539943,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.15, 'learning_rate': 0.0005, 'weight_decay': 1e-05}",2026-08-19 02:54
grid_ampliado_128_64_32_drop02_lr0.001_wd0.0001,MLP,,"[128, 64, 32]",0.2,0.001,0.0001,23.0,0.5284035711677579,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.001, 'weight_decay': 0.0001}",2026-08-19 02:54
grid_ampliado_128_64_32_drop02_lr0.001_wd0.0005,MLP,,"[128, 64, 32]",0.2,0.001,0.0005,23.0,0.4398355444847984,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.001, 'weight_decay': 0.0005}",2026-08-19 02:54
grid_ampliado_128_64_32_drop02_lr0.001_wd1e-05,MLP,,"[128, 64, 32]",0.2,0.001,1e-05,23.0,0.4766642795335689,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.001, 'weight_decay': 1e-05}",2026-08-19 02:54
grid_ampliado_128_64_32_drop02_lr0.002_wd0.0001,MLP,,"[128, 64, 32]",0.2,0.002,0.0001,23.0,0.288870039653475,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.002, 'weight_decay': 0.0001}",2026-08-19 02:55
grid_ampliado_128_64_32_drop02_lr0.002_wd0.0005,MLP,,"[128, 64, 32]",0.2,0.002,0.0005,23.0,0.2916514599900413,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.002, 'weight_decay': 0.0005}",2026-08-19 02:55
grid_ampliado_128_64_32_drop02_lr0.002_wd1e-05,MLP,,"[128, 64, 32]",0.2,0.002,1e-05,23.0,0.2907089851658084,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.002, 'weight_decay': 1e-05}",2026-08-19 02:55
grid_ampliado_128_64_32_drop02_lr0.0005_wd0.0001,MLP,,"[128, 64, 32]",0.2,0.0005,0.0001,23.0,0.6621746867477746,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.0005, 'weight_decay': 0.0001}",2026-08-19 02:55
grid_ampliado_128_64_32_drop02_lr0.0005_wd0.0005,MLP,,"[128, 64, 32]",0.2,0.0005,0.0005,23.0,0.5142169569616547,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.0005, 'weight_decay': 0.0005}",2026-08-19 02:55
grid_ampliado_128_64_32_drop02_lr0.0005_wd1e-05,MLP,,"[128, 64, 32]",0.2,0.0005,1e-05,23.0,0.4122350803855462,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.2, 'learning_rate': 0.0005, 'weight_decay': 1e-05}",2026-08-19 02:56
grid_ampliado_128_64_32_drop025_lr0.001_wd0.0001,MLP,,"[128, 64, 32]",0.25,0.001,0.0001,23.0,0.4837768332401719,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.25, 'learning_rate': 0.001, 'weight_decay': 0.0001}",2026-08-19 02:56
grid_ampliado_128_64_32_drop025_lr0.001_wd0.0005,MLP,,"[128, 64, 32]",0.25,0.001,0.0005,23.0,0.4003827365625395,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.25, 'learning_rate': 0.001, 'weight_decay': 0.0005}",2026-08-19 02:56
grid_ampliado_128_64_32_drop025_lr0.001_wd1e-05,MLP,,"[128, 64, 32]",0.25,0.001,1e-05,23.0,0.5016498577240813,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.25, 'learning_rate': 0.001, 'weight_decay': 1e-05}",2026-08-19 02:56
grid_ampliado_128_64_32_drop025_lr0.002_wd0.0001,MLP,,"[128, 64, 32]",0.25,0.002,0.0001,23.0,0.340481041824537,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.25, 'learning_rate': 0.002, 'weight_decay': 0.0001}",2026-08-19 02:56
grid_ampliado_128_64_32_drop025_lr0.002_wd0.0005,MLP,,"[128, 64, 32]",0.25,0.002,0.0005,23.0,0.407159308804103,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.25, 'learning_rate': 0.002, 'weight_decay': 0.0005}",2026-08-19 02:56
grid_ampliado_128_64_32_drop025_lr0.002_wd1e-05,MLP,,"[128, 64, 32]",0.25,0.002,1e-05,23.0,0.5335902367993299,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.25, 'learning_rate': 0.002, 'weight_decay': 1e-05}",2026-08-19 02:56
grid_ampliado_128_64_32_drop025_lr0.0005_wd0.0001,MLP,,"[128, 64, 32]",0.25,0.0005,0.0001,23.0,0.7923395670516666,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.25, 'learning_rate': 0.0005, 'weight_decay': 0.0001}",2026-08-19 02:57
grid_ampliado_128_64_32_drop025_lr0.0005_wd0.0005,MLP,,"[128, 64, 32]",0.25,0.0005,0.0005,23.0,0.745949366714446,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.25, 'learning_rate': 0.0005, 'weight_decay': 0.0005}",2026-08-19 02:57
grid_ampliado_128_64_32_drop025_lr0.0005_wd1e-05,MLP,,"[128, 64, 32]",0.25,0.0005,1e-05,23.0,0.7345621533368835,,"{'hidden_dims': [128, 64, 32], 'dropout': 0.25, 'learning_rate': 0.0005, 'weight_decay': 1e-05}",2026-08-19 02:57
grid_ampliado_256_128_64_drop01_lr0.001_wd0.0001,MLP,,"[256, 128, 64]",0.1,0.001,0.0001,23.0,0.2733952864350729,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.1, 'learning_rate': 0.001, 'weight_decay': 0.0001}",2026-08-19 02:57
grid_ampliado_256_128_64_drop01_lr0.001_wd0.0005,MLP,,"[256, 128, 64]",0.1,0.001,0.0005,23.0,0.2942367452384492,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.1, 'learning_rate': 0.001, 'weight_decay': 0.0005}",2026-08-19 02:57
grid_ampliado_256_128_64_drop01_lr0.001_wd1e-05,MLP,,"[256, 128, 64]",0.1,0.001,1e-05,23.0,0.352297745215509,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.1, 'learning_rate': 0.001, 'weight_decay': 1e-05}",2026-08-19 02:57
grid_ampliado_256_128_64_drop01_lr0.002_wd0.0001,MLP,,"[256, 128, 64]",0.1,0.002,0.0001,23.0,0.2894348611530837,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.1, 'learning_rate': 0.002, 'weight_decay': 0.0001}",2026-08-19 02:58
grid_ampliado_256_128_64_drop01_lr0.002_wd0.0005,MLP,,"[256, 128, 64]",0.1,0.002,0.0005,23.0,0.2147835690567275,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.1, 'learning_rate': 0.002, 'weight_decay': 0.0005}",2026-08-19 02:58
grid_ampliado_256_128_64_drop01_lr0.002_wd1e-05,MLP,,"[256, 128, 64]",0.1,0.002,1e-05,23.0,0.2418334357086502,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.1, 'learning_rate': 0.002, 'weight_decay': 1e-05}",2026-08-19 02:58
grid_ampliado_256_128_64_drop01_lr0.0005_wd0.0001,MLP,,"[256, 128, 64]",0.1,0.0005,0.0001,23.0,0.3282356700002754,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.1, 'learning_rate': 0.0005, 'weight_decay': 0.0001}",2026-08-19 02:58
grid_ampliado_256_128_64_drop01_lr0.0005_wd0.0005,MLP,,"[256, 128, 64]",0.1,0.0005,0.0005,23.0,0.3131551966983024,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.1, 'learning_rate': 0.0005, 'weight_decay': 0.0005}",2026-08-19 02:58
grid_ampliado_256_128_64_drop01_lr0.0005_wd1e-05,MLP,,"[256, 128, 64]",0.1,0.0005,1e-05,23.0,0.2951764708866216,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.1, 'learning_rate': 0.0005, 'weight_decay': 1e-05}",2026-08-19 02:59
grid_ampliado_256_128_64_drop015_lr0.001_wd0.0001,MLP,,"[256, 128, 64]",0.15,0.001,0.0001,23.0,0.300374678993371,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.15, 'learning_rate': 0.001, 'weight_decay': 0.0001}",2026-08-19 02:59
grid_ampliado_256_128_64_drop015_lr0.001_wd0.0005,MLP,,"[256, 128, 64]",0.15,0.001,0.0005,23.0,0.2756213355811959,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.15, 'learning_rate': 0.001, 'weight_decay': 0.0005}",2026-08-19 02:59
grid_ampliado_256_128_64_drop015_lr0.001_wd1e-05,MLP,,"[256, 128, 64]",0.15,0.001,1e-05,23.0,0.339614176763405,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.15, 'learning_rate': 0.001, 'weight_decay': 1e-05}",2026-08-19 02:59
grid_ampliado_256_128_64_drop015_lr0.002_wd0.0001,MLP,,"[256, 128, 64]",0.15,0.002,0.0001,23.0,0.2251668052903802,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.15, 'learning_rate': 0.002, 'weight_decay': 0.0001}",2026-08-19 02:59
grid_ampliado_256_128_64_drop015_lr0.002_wd0.0005,MLP,,"[256, 128, 64]",0.15,0.002,0.0005,23.0,0.2905570455803531,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.15, 'learning_rate': 0.002, 'weight_decay': 0.0005}",2026-08-19 03:00
grid_ampliado_256_128_64_drop015_lr0.002_wd1e-05,MLP,,"[256, 128, 64]",0.15,0.002,1e-05,23.0,0.2040695951758374,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.15, 'learning_rate': 0.002, 'weight_decay': 1e-05}",2026-08-19 03:00
grid_ampliado_256_128_64_drop015_lr0.0005_wd0.0001,MLP,,"[256, 128, 64]",0.15,0.0005,0.0001,23.0,0.2938833593853973,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.15, 'learning_rate': 0.0005, 'weight_decay': 0.0001}",2026-08-19 03:00
grid_ampliado_256_128_64_drop015_lr0.0005_wd0.0005,MLP,,"[256, 128, 64]",0.15,0.0005,0.0005,23.0,0.4515745215812197,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.15, 'learning_rate': 0.0005, 'weight_decay': 0.0005}",2026-08-19 03:00
grid_ampliado_256_128_64_drop015_lr0.0005_wd1e-05,MLP,,"[256, 128, 64]",0.15,0.0005,1e-05,23.0,0.2575257288650298,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.15, 'learning_rate': 0.0005, 'weight_decay': 1e-05}",2026-08-19 03:01
grid_ampliado_256_128_64_drop02_lr0.001_wd0.0001,MLP,,"[256, 128, 64]",0.2,0.001,0.0001,23.0,0.2747897351699335,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.2, 'learning_rate': 0.001, 'weight_decay': 0.0001}",2026-08-19 03:01
grid_ampliado_256_128_64_drop02_lr0.001_wd0.0005,MLP,,"[256, 128, 64]",0.2,0.001,0.0005,23.0,0.2477037366733864,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.2, 'learning_rate': 0.001, 'weight_decay': 0.0005}",2026-08-19 03:01
grid_ampliado_256_128_64_drop02_lr0.001_wd1e-05,MLP,,"[256, 128, 64]",0.2,0.001,1e-05,23.0,0.3651365329292711,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.2, 'learning_rate': 0.001, 'weight_decay': 1e-05}",2026-08-19 03:01
grid_ampliado_256_128_64_drop02_lr0.002_wd0.0001,MLP,,"[256, 128, 64]",0.2,0.002,0.0001,23.0,0.2271108841733826,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.2, 'learning_rate': 0.002, 'weight_decay': 0.0001}",2026-08-19 03:01
grid_ampliado_256_128_64_drop02_lr0.002_wd0.0005,MLP,,"[256, 128, 64]",0.2,0.002,0.0005,23.0,0.2967088071032042,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.2, 'learning_rate': 0.002, 'weight_decay': 0.0005}",2026-08-19 03:01
grid_ampliado_256_128_64_drop02_lr0.002_wd1e-05,MLP,,"[256, 128, 64]",0.2,0.002,1e-05,23.0,0.235512750809736,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.2, 'learning_rate': 0.002, 'weight_decay': 1e-05}",2026-08-19 03:02
grid_ampliado_256_128_64_drop02_lr0.0005_wd0.0001,MLP,,"[256, 128, 64]",0.2,0.0005,0.0001,23.0,0.2503351222934741,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.2, 'learning_rate': 0.0005, 'weight_decay': 0.0001}",2026-08-19 03:02
grid_ampliado_256_128_64_drop02_lr0.0005_wd0.0005,MLP,,"[256, 128, 64]",0.2,0.0005,0.0005,23.0,0.285072460231531,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.2, 'learning_rate': 0.0005, 'weight_decay': 0.0005}",2026-08-19 03:02
grid_ampliado_256_128_64_drop02_lr0.0005_wd1e-05,MLP,,"[256, 128, 64]",0.2,0.0005,1e-05,23.0,0.3296402824331244,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.2, 'learning_rate': 0.0005, 'weight_decay': 1e-05}",2026-08-19 03:03
grid_ampliado_256_128_64_drop025_lr0.001_wd0.0001,MLP,,"[256, 128, 64]",0.25,0.001,0.0001,23.0,0.3618608345351395,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.25, 'learning_rate': 0.001, 'weight_decay': 0.0001}",2026-08-19 03:03
grid_ampliado_256_128_64_drop025_lr0.001_wd0.0005,MLP,,"[256, 128, 64]",0.25,0.001,0.0005,23.0,0.3576592367699422,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.25, 'learning_rate': 0.001, 'weight_decay': 0.0005}",2026-08-19 03:03
grid_ampliado_256_128_64_drop025_lr0.001_wd1e-05,MLP,,"[256, 128, 64]",0.25,0.001,1e-05,23.0,0.2440412408086493,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.25, 'learning_rate': 0.001, 'weight_decay': 1e-05}",2026-08-19 03:03
grid_ampliado_256_128_64_drop025_lr0.002_wd0.0001,MLP,,"[256, 128, 64]",0.25,0.002,0.0001,23.0,0.3481697226777973,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.25, 'learning_rate': 0.002, 'weight_decay': 0.0001}",2026-08-19 03:03
grid_ampliado_256_128_64_drop025_lr0.002_wd0.0005,MLP,,"[256, 128, 64]",0.25,0.002,0.0005,23.0,0.322475823332807,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.25, 'learning_rate': 0.002, 'weight_decay': 0.0005}",2026-08-19 03:04
grid_ampliado_256_128_64_drop025_lr0.002_wd1e-05,MLP,,"[256, 128, 64]",0.25,0.002,1e-05,23.0,0.328972569512526,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.25, 'learning_rate': 0.002, 'weight_decay': 1e-05}",2026-08-19 03:04
grid_ampliado_256_128_64_drop025_lr0.0005_wd0.0001,MLP,,"[256, 128, 64]",0.25,0.0005,0.0001,23.0,0.3072508593581649,,"{'hidden_dims': [256, 128, 64], 'dropout': 0.25, 'learning_rate': 0.0005, 'weight_decay': 0.0001}",2026-08-19 03:04
